id_show,show_type,title,cast,release_year,duration_mins,seasons,listed_in,company
19818,TV Show,The Great Train Robbery,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",2013,0,1,"British Tv Shows, Crime Tv Shows, International Tv Shows",Netflix
19819,Movie,The Green Hornet,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",2011,119,0,"Action & Adventure, Comedies",Netflix
19820,TV Show,The Guild,"Felicia Day, Sandeep Parikh, Jeff Lewis, Robin Thorsen, Amy Okuda, Vincent Caso",2013,0,1,Tv Comedies,Netflix
19821,Movie,The Hatred,"Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker",2017,94,0,Horror Movies,Netflix
19822,Movie,The Haunting Of Molly Hartley,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, Annalynne Mccord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",2008,85,0,"Horror Movies, Thrillers",Netflix
19823,Movie,The Healer,"Oliver Jackson-Cohen, Camilla Luddington, Jonathan Pryce, Jorge García, Kaitlyn Bernard",2017,108,0,"Children & Family Movies, Dramas, Faith & Spirituality",Netflix
19824,Movie,The Help,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane Mcrae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",2011,147,0,Dramas,Netflix
19825,Movie,The Heretics,"Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",2017,88,0,Horror Movies,Netflix
19826,Movie,The Heroes Of Evil,"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena Gómez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",2015,99,0,"Dramas, International Movies",Netflix
19827,Movie,The Heyday Of The Insensitive Bastards,"James Franco, Rico Rodriguez, Abigail Spencer, Natalie Portman, Kristen Wiig, Amber Tamblyn, Jim Parrack, Kate Mara, Thomas Mann, Matthew Modine, Jacob Loeb",2017,96,0,"Dramas, Independent Movies",Netflix
19828,Movie,The Hollow Point,"Patrick Wilson, Ian Mcshane, John Leguizamo, Lynn Collins, Jim Belushi, Karli Hall, David H. Stevens, Derek Boone",2016,97,0,Action & Adventure,Netflix
19829,Movie,The Holy Man,"Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao",2005,92,0,"Comedies, Faith & Spirituality, International Movies",Netflix
19830,TV Show,The Homecoming,"Se-Yoon Yoo, Tyler Rasch, Guillaume Patry, Nikolai Johnsen",2015,0,1,"International Tv Shows, Korean Tv Shows, Reality Tv",Netflix
19831,TV Show,The House That Made Me,Vinay Pathak,2015,0,3,"International Tv Shows, Reality Tv",Netflix
19832,Movie,The Humanity Bureau,"Nicolas Cage, Sarah Lind, Hugh Dillon, Jakob Davies, Vicellous Shannon, Kurt Max Runte, Lorne Cardinal, Jett Klyne, David Lovgren",2017,94,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19833,Movie,The Hundred-Foot Journey,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya",2014,123,0,"Comedies, Dramas",Netflix
19834,TV Show,The Hunt,David Attenborough,2015,0,1,"British Tv Shows, Docuseries, Science & Nature Tv",Netflix
19835,Movie,The Hurricane Heist,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",2018,103,0,Action & Adventure,Netflix
19836,Movie,The Hurt Business,Kevin Costner,2016,111,0,"Documentaries, Sports Movies",Netflix
19837,Movie,The Imaginarium Of Doctor Parnassus,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law",2009,123,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19838,TV Show,The Inbetweeners,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas, Greg Davies, Emily Head, Martin Trenaman, Belinda Stewart-Wilson, Robin Weaver, Henry Lloyd-Hughes",2010,0,3,"British Tv Shows, Tv Comedies",Netflix
19839,Movie,The Incident,"Raúl Méndez, Nailea Norvind, Hernán Mendoza, Humberto Busto, Fernando Álvarez Rebeil, Gabriel Santoyo, Paulina Montemayor, Héctor Mendoza, Leonel Tinajero, Marcos Moreno",2014,100,0,"International Movies, Sci-Fi & Fantasy, Thrillers",Netflix
19840,Movie,The Incredible Story Of The Giant Pear,"Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",2018,75,0,Children & Family Movies,Netflix
19841,Movie,The Incredibles 2,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Sarah Vowell, Huck Milner, Catherine Keener, Bob Odenkirk, Sophia Bush, Brad Bird, John Ratzenberger",2018,118,0,"Children & Family Movies, Comedies",Netflix
19842,Movie,The Indian In The Cupboard,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",1995,96,0,"Children & Family Movies, Dramas",Netflix
19843,Movie,The Informant!,"Matt Damon, Scott Bakula, Joel Mchale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa",2009,108,0,"Comedies, Dramas",Netflix
19844,Movie,The Intent,"Dylan Duffus, Scorcher, Shone Romulus, Jade Asha, Femi Oyeniran, Ashley Chin, Nicky Slimting Walker, Fekky",2016,99,0,"Dramas, International Movies, Thrillers",Netflix
19845,Movie,The Intent 2: The Come Up,"Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",2018,103,0,"Dramas, International Movies",Netflix
19846,Movie,The Invention Of Lying,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March",2009,99,0,"Comedies, Romantic Movies",Netflix
19847,TV Show,The Investigator: A British Crime Story,"Mark Williams-Thomas, Rick Warden, Frances Millar, Tanya Winsor, Alice Harding, David Bannerman, Danielle Bird, Eve Perry, Polly Lewis, Billy James Machin",2018,0,2,"British Tv Shows, Crime Tv Shows, Docuseries",Netflix
19848,Movie,The Invitation,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",2015,100,0,"Horror Movies, Independent Movies, Thrillers",Netflix
19849,TV Show,The Irish Mob,Mickey Spillane,2008,0,1,"Crime Tv Shows, Docuseries",Netflix
19850,Movie,The Iron Lady,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge",2011,105,0,"Dramas, International Movies",Netflix
19851,TV Show,The Jaime Maussan Show,Jaime Maussan,2010,0,1,"Docuseries, International Tv Shows, Spanish-Language Tv Shows",Netflix
19852,Movie,The Jane Austen Book Club,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis",2007,106,0,"Comedies, Dramas, Romantic Movies",Netflix
19853,TV Show,The Jungle Book,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry",2010,0,1,Kids' Tv,Netflix
19854,Movie,The Jungle School,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",2013,90,0,"Dramas, International Movies",Netflix
19855,Movie,The Keeping Hours,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain",2017,95,0,"Dramas, Thrillers",Netflix
19856,TV Show,The Kindness Diaries,Leon Logothetis,2019,0,1,Reality Tv,Netflix
19857,Movie,The King'S Speech,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Derek Jacobi, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon",2010,118,0,"Dramas, International Movies",Netflix
19858,TV Show,The L Word,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin",2009,0,6,"Romantic Tv Shows, Tv Dramas",Netflix
19859,TV Show,The Lady In Dignity,"Hee-Seon Kim, Seon-A Kim, Sang-Hun Jeong, Tae-Im Lee, Ki-Woo Lee",2017,0,1,"International Tv Shows, Korean Tv Shows, Tv Dramas",Netflix
19860,Movie,The Lake House,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke Van Ammelrooy, Christopher Plummer",2006,98,0,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Netflix
19861,Movie,The Lamb,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan",2017,86,0,"Children & Family Movies, Faith & Spirituality",Netflix
19862,Movie,The Land Of The Enlightened,Sohrab Nazari,2016,84,0,"Documentaries, International Movies",Netflix
19863,Movie,The Last Days Of Chez Nous,"Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter",1992,93,0,"Classic Movies, Dramas",Netflix
19864,Movie,The Last Exorcism,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton",2010,88,0,"Horror Movies, Independent Movies, Thrillers",Netflix
19865,Movie,The Last Face,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo",2016,131,0,Dramas,Netflix
19866,Movie,The Last Hangover,"Fábio Porchat, Gregório Duvivier, Antonio Tabet, Pedro Benevides, Paulo Vieira, Rafael Portugal, Fábio De Luca, Karina Ramil, Evelyn Castro, Pedro Monteiro, Camilo Borges, Gabriel Totoro, Victor Leal, Rafael Logan",2018,44,0,"Comedies, International Movies",Netflix
19867,Movie,The Last Man On The Moon,Eugene Cernan,2014,96,0,Documentaries,Netflix
19868,Movie,The Last Whistle,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen",2019,88,0,"Dramas, Sports Movies",Netflix
19869,Movie,The Legend Of Michael Mishra,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani",2016,118,0,"Comedies, Dramas, International Movies",Netflix
19870,TV Show,The Liar,"Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong",2013,0,1,"Crime Tv Shows, International Tv Shows, Tv Dramas",Netflix
19871,Movie,The Little Hours,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus",2017,89,0,"Comedies, Independent Movies",Netflix
19872,Movie,The Little Mermaid,"William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley Maclaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",2018,85,0,"Children & Family Movies, Dramas",Netflix
19873,Movie,The Little Prince,"Jeff Bridges, Mackenzie Foy, Rachel Mcadams, Riley Osborne, Marion Cotillard, Bud Cort, Ricky Gervais, Albert Brooks, James Franco, Benicio Del Toro, Paul Rudd, Paul Giamatti",2015,107,0,Children & Family Movies,Netflix
19874,Movie,The Lives Of Others,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner",2006,138,0,"Dramas, International Movies, Thrillers",Netflix
19875,TV Show,The Lizzie Borden Chronicles,"Christina Ricci, Clea Duvall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel",2015,0,1,"Crime Tv Shows, Tv Dramas, Tv Thrillers",Netflix
19876,Movie,The Lobster,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw",2015,119,0,"Comedies, International Movies, Romantic Movies",Netflix
19877,Movie,The Lodgers,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly",2017,93,0,"Horror Movies, International Movies",Netflix
19878,Movie,The Longest Yard,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",1974,121,0,"Classic Movies, Comedies, Sports Movies",Netflix
19879,Movie,The Longshots,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin",2008,95,0,"Comedies, Dramas, Sports Movies",Netflix
19880,Movie,The Lord Of The Rings: The Return Of The King,"Elijah Wood, Ian Mckellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving",2003,201,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19881,Movie,The Lord Of The Rings: The Two Towers,"Elijah Wood, Ian Mckellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom",2002,179,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19882,Movie,The Love Guru,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins",2008,87,0,"Comedies, Sports Movies",Netflix
19883,Movie,The Lynx,"Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz",1982,82,0,"Dramas, International Movies",Netflix
19884,Movie,The Mad Monk,"Stephen Chow, Maggie Cheung, Anthony Wong Chau-Sang, Kirk Wong, Ng Man-Tat, Anita Mui",1993,85,0,"Comedies, International Movies, Sci-Fi & Fantasy",Netflix
19885,Movie,The Magic Pill,"Pete Evans, William Davis, Loren Cordain",2017,90,0,Documentaries,Netflix
19886,TV Show,The Making Of Frozen Planet,David Attenborough,2012,0,1,"British Tv Shows, Docuseries, Science & Nature Tv",Netflix
19887,Movie,The Man Who Would Be Polka King,"Jan Lewan, Greg Korin",2009,68,0,"Documentaries, Music & Musicals",Netflix
19888,Movie,The Mask Of Zorro,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers",1998,138,0,"Action & Adventure, Romantic Movies",Netflix
19889,Movie,The Matrix,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda Mcclory",1999,136,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19890,Movie,The Matrix Reloaded,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",2003,138,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19891,Movie,The Matrix Revolutions,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",2003,129,0,"Action & Adventure, Sci-Fi & Fantasy",Netflix
19892,Movie,The Mayo Clinic,Peter Coyote,2018,116,0,Documentaries,Netflix
19893,Movie,The Mayor,"Min-Sik Choi, Do-Won Kwak, Eun-Kyung Shim, So-Ri Moon, Mi-Ran Ra, Hye-Young Ryu, Ki Hong Lee, Sun-Gyu Jin, Joo-Yeon Lee, Byeong-Eun Park",2017,130,0,"Dramas, International Movies",Netflix
19894,Movie,The Men Who Stare At Goats,"George Clooney, Ewan Mcgregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader",2009,94,0,Comedies,Netflix
19895,TV Show,The Messengers,"Shantel Vansanten, Diogo Morgado, Jd Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",2015,0,1,"Tv Dramas, Tv Mysteries, Tv Sci-Fi & Fantasy",Netflix
19896,TV Show,The Mind Of A Chef,"Anthony Bourdain, David Chang, Sean Brock, April Bloomfield, Edward Lee, Magnus Nilsson, Gabrielle Hamilton, David Kinch, Ludo Lefebvre",2016,0,5,Docuseries,Netflix
19897,TV Show,The Ministry Of Time,"Rodolfo Sancho, Aura Garrido, Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Jaime Blanch, Natalia Millan, Julián Villagrán, Hugo Silva, Francesca Piñón, Mar Saura, Ramón Langa, Andrés Gertrúdix, Macarena García",2017,0,3,"International Tv Shows, Spanish-Language Tv Shows, Tv Action & Adventure",Netflix
19898,Movie,The Model,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco Ilsø, Dominic Allburn",2016,104,0,"Dramas, Independent Movies, International Movies",Netflix
19899,Movie,The Monster,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb",2016,91,0,"Horror Movies, Independent Movies",Netflix
19900,Movie,The Monster Of Mangatiti,"Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding",2015,70,0,Dramas,Netflix
19901,TV Show,The Most Beautiful Hands Of Delhi,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke",2017,0,1,"International Tv Shows, Tv Comedies, Tv Dramas",Netflix
19902,Movie,The Muppets,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit The Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",2011,104,0,"Children & Family Movies, Comedies",Netflix
19903,Movie,The Music Of Silence,"Toby Sebastian, Luisa Ranieri, Jordi Mollà, Antonio Banderas, Ennio Fantastichini, Nadir Caselli, Alessandro Sperduti, Francesco Salvi",2017,115,0,"Dramas, International Movies, Music & Musicals",Netflix
19904,Movie,The Naked Gun 2 1/2: The Smell Of Fear,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes",1991,85,0,Comedies,Netflix
19905,Movie,The Naked Gun: From The Files Of Police Squad!,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",1988,85,0,"Comedies, Cult Movies",Netflix
19906,Movie,The Natural,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",1984,138,0,"Classic Movies, Dramas, Sports Movies",Netflix
19907,TV Show,The Netflix Afterparty,"David Spade, London Hughes, Fortune Feimster",2021,0,1,"Stand-Up Comedy & Talk Shows, Tv Comedies",Netflix
19908,Movie,The New Romantic,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",2018,82,0,"Comedies, Independent Movies, Romantic Movies",Netflix
19909,Movie,The Nutcracker And The Four Realms,"Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",2018,99,0,Children & Family Movies,Netflix
19910,TV Show,The Office (U.S.),"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",2012,0,9,Tv Comedies,Netflix
19911,Movie,The One I Love,"Mark Duplass, Elisabeth Moss, Ted Danson",2014,91,0,"Comedies, Dramas, Independent Movies",Netflix
19912,Movie,The Only Mother To You All,"Ai-Ai De Las Alas, Shaina Magdayao, Carlo Aquino, Alwyn Uytingco, Eugene Domingo, Deejay Durano, Serena Dalrymple, Jiro Manio, Yuki Kadooka, Cherry Pie Picache, Gloria Diaz",2008,106,0,"Comedies, International Movies",Netflix
19913,Movie,The Other Guys,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea",2010,108,0,"Action & Adventure, Comedies",Netflix
19914,Movie,The Parole Officer,"Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter",2001,94,0,"Action & Adventure, Comedies",Netflix
19915,Movie,The Pass,"Russell Tovey, Arinzé Kene, Lisa Mcgrillis, Nico Mirallegro, Rory J. Saper",2016,87,0,"Dramas, Independent Movies, Lgbtq Movies",Netflix
19916,Movie,The Peacemaker,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt Mccallany",1997,124,0,Action & Adventure,Netflix
19917,Movie,The Pelican Brief,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",1993,141,0,"Dramas, Thrillers",Netflix
19918,Movie,The Perks Of Being A Wallflower,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan Mcdermott, Kate Walsh, Joan Cusack, Melanie Lynskey",2012,103,0,"Comedies, Dramas",Netflix
19919,Movie,The Phantom Of The Opera,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor Mcguire, Jennifer Ellison",2004,141,0,"Dramas, Music & Musicals, Romantic Movies",Netflix
19920,Movie,The Physician,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'Barek, Fahri Yardim, Makram Khoury, Michael Marcus",2013,155,0,"Action & Adventure, Dramas, International Movies",Netflix
19921,Movie,The Pink Panther,"Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie",2006,93,0,"Children & Family Movies, Comedies",Netflix
19922,Movie,The Pirate Fairy,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Angela Bartys, Jim Cummings, Carlos Ponce, Mick Wingert, Kevin Michael Richardson, Jeff Bennett, Rob Paulsen, Grey Delisle, Kari Wahlgren, Jane Horrocks, Jesse Mccartney, Anjelica Huston",2014,78,0,Children & Family Movies,Netflix
19923,Movie,The Pirates Of Somalia,"Evan Peters, Barkhad Abdi, Melanie Griffith, Al Pacino, Philip Ettinger, Sabrina Hassan Abdulle, Kiana Madani, Abdi Sidow Farah, Mohamed Barre, Armaan Haggio",2017,118,0,Dramas,Netflix
19924,Movie,The Pirates! Band Of Misfits,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Al Roker, David Schaal, Peter Lord, Ashley Jensen, Kayvan Novak, Mitchell Mullen, Brendan Gleeson, David Schneider",2012,88,0,"Children & Family Movies, Comedies",Netflix
19925,Movie,The Place Beyond The Pines,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz",2012,140,0,"Dramas, Independent Movies",Netflix
19926,Movie,The Plan,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy",2015,124,0,"Dramas, International Movies, Thrillers",Netflix
19927,Movie,The Player,"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady",2012,110,0,"Comedies, International Movies",Netflix
19928,Movie,The Polar Express,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee",2004,100,0,Children & Family Movies,Netflix
19929,Movie,The President'S Barber,"Kang-Ho Song, So-Ri Moon, Jae-Eung Lee, Yeong-Jin Jo, Byung-Ho Son, Yong-Soo Park, Seung-Soo Ryu, Ju-Sang Yun, Gyu-Su Jeong, Dal-Su Oh",2004,116,0,"Comedies, Dramas, International Movies",Netflix
19930,Movie,The Prince,"Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent",2014,91,0,Action & Adventure,Netflix
